TimeStamp,RAW-ENG,MIN-ENG,MAX-ENG,RAW-VAL,MIN-VAL,MAX-VAL,RAW-MED,MIN-MED,MAX-MED,RAW-FRU,MIN-FRU,MAX-FRU,RAW-FOC,MIN-FOC,MAX-FOC,RAW-EXC,MIN-EXC,MAX-EXC,MarkerRange,MarkerType,MarkerTitle
1445326807.197,-0.277169,-1.76925,0.272582,-0.280433,-19.5593,20.0241,0.0978999,0.00737298,0.353167,44.1863,-6303.84,9448.7,0.661387,0,1,2.81126,0.959996,16.0871,0,0,0
1445326807.697,-0.270862,-1.76917,0.27309,-0.335356,-19.567,20.0205,0.0982734,0.00742051,0.352959,43.9811,-6300.68,9440.25,0.66427,0,1,2.89812,0.959996,16.0871,0,0,0
1445326808.223,-0.265186,-1.76909,0.27362,-0.385025,-19.5749,20.017,0.098986,0.0074693,0.352752,44.222,-6297.53,9431.83,0.669787,0,1,3.04637,0.959996,16.0871,0,0,0
1445326808.717,-0.264155,-1.76903,0.274151,-0.455341,-19.5829,20.0136,0.0996274,0.0075192,0.352547,44.3482,-6294.37,9423.43,0.662897,0,1,2.90459,0.959996,16.0871,0,0,0
1445326809.2290001,-0.263589,-1.76896,0.274682,-0.558245,-19.5913,20.0103,0.0997267,0.00756921,0.352342,43.848,-6291.23,9415.04,0.662019,0,1,2.89422,0.959996,16.0871,0,0,0
1445326809.757,-0.277738,-1.76885,0.275156,-0.581403,-19.5999,20.007,0.0996816,0.00761904,0.352137,43.1201,-6288.09,9406.68,0.658334,0,1,2.7989,0.959996,16.0871,0,0,0
1445326810.2479999,-0.291612,-1.7687,0.275574,-0.558739,-19.6086,20.0039,0.0996411,0.00766873,0.351933,41.8813,-6284.95,9398.34,0.65903,0,1,2.80454,0.959996,16.0871,0,0,0
1445326810.747,-0.289786,-1.76855,0.275997,-0.529697,-19.6174,20.0007,0.0993918,0.00771788,0.351729,41.0654,-6281.82,9390.02,0.663998,0,1,2.92578,0.959996,16.0871,0,0,0
1445326811.2969999,-0.286657,-1.76841,0.276431,-0.500079,-19.6261,19.9975,0.0991674,0.00776654,0.351525,40.5266,-6278.7,9381.73,0.656775,0,1,2.77137,0.959996,16.0871,0,0,0
1445326811.777,-0.278879,-1.76829,0.276893,-0.374348,-19.6345,19.9943,0.0990629,0.00781493,0.351322,40.1719,-6275.58,9373.45,0.659241,0,1,2.84616,0.959996,16.0871,0,0,0
1445326812.277,-0.264429,-1.76821,0.27741,-0.254225,-19.6425,19.9908,0.0986908,0.00786256,0.351119,40.433,-6272.46,9365.19,0.664973,0,1,2.99986,0.959996,16.0871,0,0,0
1445326812.7969999,-0.251424,-1.76817,0.277978,-0.215279,-19.6501,19.9873,0.0975725,0.00790806,0.350915,40.7721,-6269.35,9356.95,0.663044,0,1,2.96762,0.959996,16.0871,0,0,0
1445326813.277,-0.239719,-1.76817,0.278592,-0.29224,-19.6575,19.9837,0.0962479,0.00795104,0.350711,41.2284,-6266.23,9348.74,0.661276,0,1,2.93542,0.959996,16.0871,0,0,0
1445326813.8369999,-0.229658,-1.7682,0.279247,-0.40405,-19.6651,19.9801,0.0952096,0.00799202,0.350506,41.792,-6263.12,9340.54,0.66948,0,1,3.13047,0.959996,16.0871,0,0,0
1445326814.3369999,-0.220868,-1.76826,0.279937,-0.423116,-19.6727,19.9766,0.0942751,0.0080312,0.350301,42.2657,-6260.01,9332.37,0.676279,0,1,3.28738,0.757656,15.7996,0,0,0
1445326814.8169999,-0.213362,-1.76834,0.280657,-0.352501,-19.6803,19.9731,0.0934341,0.00806875,0.350096,42.5625,-6256.9,9324.22,0.680586,0,1,3.38505,0.757656,15.7996,0,0,0
1445326815.312,-0.209809,-1.76844,0.28139,-0.263244,-19.6876,19.9694,0.0934524,0.00810629,0.349891,42.872,-6253.8,9316.08,0.679855,0,1,3.37165,0.757656,15.7996,0,0,0
1445326815.8180001,-0.205411,-1.76854,0.28214,-0.248684,-19.6947,19.9657,0.0934688,0.00814382,0.349687,43.2271,-6250.69,9307.97,0.691017,0,1,3.62883,0.757656,15.7996,0,0,0
1445326816.322,-0.199644,-1.76867,0.282912,-0.254629,-19.7017,19.962,0.0934836,0.00818134,0.349484,44.8544,-6247.59,9299.88,0.694098,0,1,3.70119,0.757656,15.7996,0,0,0
1445326816.8499999,-0.194454,-1.76881,0.283706,-0.314719,-19.7087,19.9583,0.0945728,0.00822086,0.349281,48.44,-6244.47,9291.8,0.704754,0,1,3.95522,0.757656,15.7996,0,0,0
1445326817.3870001,-0.191194,-1.76896,0.284511,-0.26574,-19.7156,19.9545,0.0958808,0.00826275,0.34908,53.0937,-6241.35,9283.75,0.705831,0,1,3.98853,0.757656,15.7996,0,0,0
1445326817.8710001,-0.183345,-1.76914,0.285348,-0.202885,-19.7224,19.9507,0.0960418,0.00830489,0.34888,58.3474,-6238.22,9275.73,0.71401,0,1,4.17524,0.757656,15.7996,0,0,0
1445326818.395,-0.176281,-1.76935,0.286216,-0.187607,-19.7289,19.9469,0.0958436,0.0083466,0.34868,63.0515,-6235.07,9267.72,0.716135,0,1,4.21698,0.757656,15.7996,0,0,0
1445326818.868,-0.169924,-1.76957,0.28711,-0.171884,-19.7353,19.943,0.0965292,0.00838951,0.348481,66.3022,-6231.92,9259.74,0.71681,0,1,4.23416,0.757656,15.7996,0,0,0
1445326819.427,-0.170993,-1.76979,0.287995,-0.199589,-19.7416,19.939,0.0976416,0.00843438,0.348284,68.2515,-6228.77,9251.77,0.708732,0,1,4.04753,0.757656,15.7996,0,0,0
1445326819.927,-0.191647,-1.76993,0.288783,-0.233577,-19.7479,19.9351,0.100124,0.00848363,0.348089,69.5318,-6225.61,9243.83,0.707193,0,1,4.00034,0.757656,15.7996,0,0,0
1445326820.4400001,-0.237449,-1.76991,0.289372,-0.125315,-19.754,19.9311,0.10488,0.00854107,0.347899,70.057,-6222.46,9235.9,0.711063,0,1,4.06771,0.757656,15.7996,0,0,0
1445326820.937,-0.290497,-1.76974,0.289753,0.0807244,-19.7597,19.9269,0.110656,0.00860802,0.347716,71.7745,-6219.31,9228,0.712007,0,1,4.06944,0.757656,15.7996,0,0,0
1445326821.427,-0.338891,-1.76945,0.289965,0.109218,-19.7649,19.9226,0.115949,0.00868325,0.34754,71.4777,-6216.16,9220.11,0.713151,0,1,4.07649,0.757656,15.7996,0,0,0
1445326821.937,-0.382445,-1.76908,0.290043,-0.0607973,-19.7701,19.9184,0.120712,0.00876558,0.347372,70.5205,-6213.02,9212.25,0.709747,0,1,3.98105,0.757656,15.7996,0,0,0
1445326822.438,-0.421643,-1.76864,0.290013,-0.255189,-19.7756,19.9142,0.125,0.00885399,0.34721,68.0043,-6209.88,9204.4,0.703691,0,1,3.82743,0.757656,15.7996,0,0,0
1445326822.937,-0.443601,-1.76819,0.289929,-0.336911,-19.7815,19.9101,0.127784,0.00894613,0.347053,64.7605,-6206.77,9196.57,0.705562,0,1,3.86186,0.757656,15.7996,0,0,0
1445326823.487,-0.446264,-1.76773,0.289838,-0.373803,-19.7877,19.9062,0.129148,0.00903996,0.346898,61.9403,-6203.66,9188.75,0.695978,0,1,3.64667,0.757656,15.7996,0,0,0
1445326823.987,-0.440767,-1.76728,0.289761,-0.36423,-19.7941,19.9023,0.128866,0.00913318,0.346743,59.505,-6200.56,9180.96,0.693908,0,1,3.59709,0.757656,15.7996,0,0,0
1445326824.487,-0.431232,-1.76683,0.289706,-0.295074,-19.8004,19.8985,0.127587,0.00922441,0.346587,57.9673,-6197.47,9173.18,0.69006,0,1,3.5022,0.757656,15.7996,0,0,0
1445326824.9920001,-0.42265,-1.7664,0.289673,-0.304473,-19.8068,19.8946,0.125447,0.00931244,0.346428,57.2641,-6194.39,9165.42,0.690655,0,1,3.49825,0.757656,15.7996,0,0,0
1445326825.497,-0.414927,-1.76598,0.289659,-0.347915,-19.8132,19.8908,0.122842,0.00939654,0.346264,56.3834,-6191.31,9157.68,0.684563,0,1,3.3366,0.757656,15.7996,0,0,0
1445326825.9990001,-0.405819,-1.76558,0.289669,-0.30363,-19.8196,19.8869,0.120089,0.00947643,0.346098,55.5137,-6188.24,9149.96,0.681795,0,1,3.25271,0.757656,15.7996,0,0,0
1445326826.503,-0.385799,-1.7652,0.289733,-0.226752,-19.8258,19.883,0.117207,0.00955181,0.345927,54.3241,-6185.18,9142.26,0.677116,0,1,3.14009,0.757656,15.7996,0,0,0
1445326827.053,-0.374056,-1.76484,0.289831,-0.280878,-19.832,19.8791,0.114613,0.00962306,0.345754,53.2574,-6182.12,9134.57,0.679318,0,1,3.17682,0.757656,15.7996,0,0,0
1445326827.527,-0.363487,-1.7645,0.289959,-0.394763,-19.8384,19.8753,0.112554,0.00969095,0.345578,52.9851,-6179.07,9126.91,0.681111,0,1,3.2082,0.757656,15.7996,0,0,0
1445326828.0320001,-0.350086,-1.76419,0.290128,-0.3933,-19.8448,19.8715,0.110637,0.00975567,0.345401,52.9002,-6176.02,9119.26,0.681301,0,1,3.20827,0.757656,15.7996,0,0,0
1445326828.54,-0.33605,-1.76391,0.29034,-0.335415,-19.8513,19.8677,0.108911,0.00981749,0.345222,52.7461,-6172.97,9111.63,0.678164,0,1,3.13607,0.757656,15.7996,0,0,0
1445326829.0280001,-0.323417,-1.76365,0.290593,-0.259137,-19.8575,19.8638,0.108927,0.00987921,0.345043,51.6606,-6169.93,9104.01,0.668966,0,1,2.94539,0.757656,15.7996,0,0,0
1445326829.5569999,-0.314202,-1.76342,0.290876,-0.218299,-19.8635,19.8599,0.109161,0.00994119,0.344865,51.4474,-6166.89,9096.42,0.670795,0,1,3.0049,0.757656,15.7996,0,0,0
1445326830.0569999,-0.314974,-1.76318,0.291154,-0.252683,-19.8695,19.856,0.110025,0.0100044,0.344689,51.2859,-6163.86,9088.84,0.66007,0,1,2.77288,0.757656,15.7996,0,0,0
1445326830.608,-0.323585,-1.76292,0.291403,-0.201304,-19.8753,19.852,0.110277,0.010068,0.344513,51.7993,-6160.83,9081.28,0.660165,0,1,2.77155,0.757656,15.7996,0,0,0
1445326831.1070001,-0.331335,-1.76264,0.291626,-0.0645226,-19.8807,19.8478,0.110503,0.0101317,0.344337,52.8228,-6157.8,9073.74,0.66627,0,1,2.90716,0.757656,15.7996,0,0,0
1445326831.6170001,-0.338311,-1.76235,0.291825,0.00028453,-19.8858,19.8436,0.110708,0.0101957,0.344163,53.3444,-6154.77,9066.22,0.667438,0,1,2.9299,0.757656,15.7996,0,0,0
1445326832.1110001,-0.339293,-1.76206,0.292021,0.0287894,-19.8906,19.8393,0.110891,0.0102598,0.343989,53.284,-6151.75,9058.71,0.667777,0,1,2.94143,0.757656,15.7996,0,0,0
1445326832.6359999,-0.335777,-1.76178,0.292226,0.106313,-19.8951,19.8348,0.111465,0.0103247,0.343816,52.6166,-6148.73,9051.23,0.666396,0,1,2.92437,0.757656,15.7996,0,0,0
1445326833.1370001,-0.332612,-1.7615,0.292441,0.0961058,-19.8993,19.8303,0.111981,0.0103903,0.343644,51.6875,-6145.72,9043.76,0.662309,0,1,2.8452,0.757656,15.7996,0,0,0
1445326833.6470001,-0.329764,-1.76122,0.292664,-0.0517936,-19.9036,19.8259,0.112413,0.0104564,0.343473,51.0317,-6142.71,9036.3,0.665761,0,1,2.93644,0.757656,15.7996,0,0,0
1445326834.155,-0.324874,-1.76096,0.292902,-0.158135,-19.9081,19.8214,0.112803,0.0105229,0.343302,50.6007,-6139.71,9028.87,0.667305,0,1,2.98545,0.757656,15.7996,0,0,0
1445326834.6470001,-0.326224,-1.7607,0.293134,-0.196414,-19.9128,19.8171,0.112649,0.0105891,0.343132,50.2926,-6136.71,9021.45,0.674424,0,1,3.14421,0.726951,15.4562,0,0,0
1445326835.141,-0.334323,-1.76041,0.29334,-0.340717,-19.9179,19.8129,0.112237,0.0106546,0.342962,51.0994,-6133.71,9014.05,0.671189,0,1,3.05426,0.726951,15.4562,0,0,0
1445326835.678,-0.341879,-1.76011,0.29352,-0.474546,-19.9234,19.8089,0.110934,0.0107179,0.342791,52.2333,-6130.71,9006.66,0.669232,0,1,2.98516,0.726951,15.4562,0,0,0
1445326836.161,-0.347643,-1.7598,0.293683,-0.436359,-19.9292,19.8049,0.109928,0.0107795,0.342619,52.3048,-6127.72,8999.3,0.674782,0,1,3.09274,0.726951,15.4562,0,0,0
1445326836.697,-0.346985,-1.75949,0.293846,-0.281835,-19.9349,19.801,0.107895,0.0108378,0.342445,54.5986,-6124.72,8991.95,0.67027,0,1,2.96808,0.726951,15.4562,0,0,0
1445326837.207,-0.343994,-1.75919,0.294018,-0.200596,-19.9404,19.7969,0.106066,0.010893,0.342269,55.3497,-6121.72,8984.62,0.672533,0,1,3.0039,0.726951,15.4562,0,0,0
1445326837.707,-0.335794,-1.7589,0.294215,-0.161702,-19.9457,19.7928,0.10537,0.010947,0.342093,55.8948,-6118.73,8977.31,0.677266,0,1,3.11486,0.726951,15.4562,0,0,0
1445326838.2349999,-0.325034,-1.75864,0.294445,-0.0497829,-19.9507,19.7886,0.104989,0.0110003,0.341917,57.5256,-6115.73,8970.01,0.675768,0,1,3.09008,0.726951,15.4562,0,0,0
1445326838.717,-0.31535,-1.75839,0.294705,0.019104,-19.9553,19.7843,0.104646,0.011053,0.341742,56.8721,-6112.75,8962.74,0.674423,0,1,3.06803,0.726951,15.4562,0,0,0
1445326839.256,-0.310015,-1.75816,0.294982,0.0181969,-19.9596,19.7799,0.104053,0.0111046,0.341566,58.4163,-6109.76,8955.48,0.685109,0,1,3.30974,0.726951,15.4562,0,0,0
1445326839.767,-0.308513,-1.75793,0.295263,-0.0530724,-19.9639,19.7755,0.105836,0.011159,0.341392,59.1332,-6106.77,8948.23,0.685332,0,1,3.33275,0.726951,15.4562,0,0,0
1445326840.2179999,-0.307161,-1.7577,0.295548,-0.0996306,-19.9682,19.7711,0.107404,0.0112157,0.34122,59.5274,-6103.78,8941,0.682959,0,1,3.29397,0.726951,15.4562,0,0,0
1445326840.737,-0.303949,-1.75748,0.295842,-0.109284,-19.9725,19.7667,0.108079,0.0112735,0.341049,59.9552,-6100.8,8933.79,0.679321,0,1,3.21953,0.726951,15.4562,0,0,0
1445326841.2390001,-0.301058,-1.75727,0.296145,-0.0957326,-19.9768,19.7623,0.109004,0.0113326,0.34088,58.7366,-6097.82,8926.6,0.670541,0,1,3.03217,0.726951,15.4562,0,0,0
1445326841.777,-0.299229,-1.75706,0.296452,-0.0672522,-19.981,19.7578,0.109836,0.0113928,0.340712,57.6001,-6094.85,8919.42,0.668694,0,1,3.00189,0.726951,15.4562,0,0,0
1445326842.267,-0.298803,-1.75685,0.29676,-0.0395303,-19.9852,19.7534,0.110585,0.0114541,0.340545,57.5131,-6091.88,8912.26,0.670566,0,1,3.0534,0.726951,15.4562,0,0,0
1445326842.7690001,-0.291546,-1.75666,0.297092,-0.0836736,-19.9893,19.749,0.110533,0.0115153,0.340378,56.8897,-6088.92,8905.12,0.667904,0,1,3.00173,0.726951,15.4562,0,0,0
1445326843.277,-0.28171,-1.75649,0.297457,-0.11263,-19.9935,19.7445,0.110365,0.011576,0.340212,57.0167,-6085.96,8897.99,0.671004,0,1,3.08342,0.726951,15.4562,0,0,0
1445326843.8069999,-0.272857,-1.75634,0.297852,-0.0266012,-19.9975,19.7401,0.110122,0.0116362,0.340045,56.4226,-6083.01,8890.87,0.67043,0,1,3.07862,0.726951,15.4562,0,0,0
1445326844.2839999,-0.263872,-1.75622,0.298277,0.0485174,-20.0014,19.7356,0.10981,0.0116959,0.339879,56.1489,-6080.06,8883.78,0.671751,0,1,3.11619,0.726951,15.4562,0,0,0
1445326844.8050001,-0.255786,-1.75612,0.298731,0.0442954,-20.0051,19.731,0.109622,0.0117551,0.339713,55.5038,-6077.11,8876.7,0.66489,0,1,2.96824,0.726951,15.4562,0,0,0
1445326845.3169999,-0.248508,-1.75603,0.299211,0.0591175,-20.0086,19.7264,0.109454,0.011814,0.339547,54.8143,-6074.17,8869.63,0.665246,0,1,2.98494,0.726951,15.4562,0,0,0
1445326845.8199999,-0.245525,-1.75596,0.2997,0.101453,-20.012,19.7218,0.109418,0.0118727,0.339381,54.2577,-6071.24,8862.58,0.66815,0,1,3.05473,0.726951,15.4562,0,0,0
1445326846.3269999,-0.246747,-1.75588,0.300183,0.0667967,-20.0154,19.7171,0.109209,0.011931,0.339215,52.8563,-6068.31,8855.55,0.666543,0,1,3.01376,0.726951,15.4562,0,0,0
1445326846.8469999,-0.249151,-1.75579,0.300655,-0.0357665,-20.0188,19.7125,0.109021,0.0119889,0.33905,52.0325,-6065.39,8848.53,0.663348,0,1,2.93602,0.726951,15.4562,0,0,0
1445326847.3699999,-0.251314,-1.7557,0.301117,-0.0762649,-20.0224,19.7079,0.108851,0.0120465,0.338884,52.9691,-6062.47,8841.53,0.665353,0,1,2.97763,0.726951,15.4562,0,0,0
1445326847.8870001,-0.251869,-1.7556,0.301576,-0.030474,-20.026,19.7033,0.108699,0.0121037,0.338719,55.128,-6059.55,8834.54,0.669232,0,1,3.06342,0.726951,15.4562,0,0,0
1445326848.3870001,-0.252368,-1.7555,0.302031,0.074191,-20.0294,19.6987,0.108562,0.0121605,0.338554,57.0664,-6056.62,8827.57,0.667735,0,1,3.02656,0.726951,15.4562,0,0,0
1445326848.8670001,-0.252817,-1.7554,0.302483,0.142933,-20.0326,19.694,0.109879,0.0122193,0.338391,56.993,-6053.7,8820.62,0.667212,0,1,3.02878,0.726951,15.4562,0,0,0
1445326849.3870001,-0.249867,-1.7553,0.302944,0.101609,-20.0357,19.6893,0.11083,0.0122794,0.338229,56.805,-6050.78,8813.68,0.668178,0,1,3.06514,0.726951,15.4562,0,0,0
1445326849.9100001,-0.240702,-1.75523,0.303438,0.000861105,-20.0388,19.6846,0.111687,0.0123407,0.338069,55.969,-6047.87,8806.76,0.669148,0,1,3.10841,0.726951,15.4562,0,0,0
1445326850.4070001,-0.232454,-1.75519,0.303961,-0.0172094,-20.0421,19.68,0.112536,0.0124031,0.33791,55.2282,-6044.96,8799.86,0.671987,0,1,3.1921,0.726951,15.4562,0,0,0
1445326850.8970001,-0.223622,-1.75517,0.304517,-0.0203827,-20.0454,19.6753,0.111839,0.0124643,0.33775,54.6587,-6042.06,8792.96,0.667633,0,1,3.09514,0.726951,15.4562,0,0,0
1445326851.3970001,-0.215673,-1.75517,0.305102,-0.0718863,-20.0488,19.6707,0.111211,0.0125245,0.33759,53.5176,-6039.17,8786.09,0.67396,0,1,3.24096,0.726951,15.4562,0,0,0
1445326851.937,-0.208309,-1.75519,0.305714,-0.209289,-20.0525,19.6662,0.109971,0.0125828,0.337429,53.0533,-6036.28,8779.23,0.675466,0,1,3.26787,0.726951,15.4562,0,0,0
1445326852.427,-0.20008,-1.75524,0.306357,-0.392702,-20.0566,19.6619,0.109516,0.0126402,0.337268,52.4007,-6033.39,8772.38,0.683568,0,1,3.45381,0.726951,15.4562,0,0,0
1445326852.977,-0.192673,-1.75531,0.307028,-0.46596,-20.0612,19.6577,0.109623,0.0126978,0.337107,51.9843,-6030.51,8765.55,0.683037,0,1,3.44699,0.726951,15.4562,0,0,0
1445326853.427,-0.189055,-1.75539,0.307712,-0.319919,-20.0659,19.6536,0.109718,0.0127553,0.336947,51.6747,-6027.63,8758.73,0.686149,0,1,3.51755,0.726951,15.4562,0,0,0
1445326853.9779999,-0.193872,-1.75545,0.308373,-0.190712,-20.0704,19.6494,0.109067,0.0128118,0.336786,51.2476,-6024.76,8751.93,0.687878,0,1,3.53603,0.726951,15.4562,0,0,0
1445326854.48,-0.191466,-1.75552,0.309042,-0.153569,-20.0747,19.6451,0.10848,0.0128673,0.336625,51.6062,-6021.89,8745.14,0.682474,0,1,3.40348,0.726951,15.4562,0,0,0
1445326854.9690001,-0.187698,-1.7556,0.309724,-0.168208,-20.0789,19.6408,0.108979,0.0129234,0.336465,52.3473,-6019.02,8738.37,0.676717,0,1,3.27791,0.70565,15.1217,0,0,0
1445326855.4579999,-0.183067,-1.75569,0.310423,-0.185633,-20.083,19.6365,0.109222,0.0129798,0.336306,52.512,-6016.16,8731.62,0.670053,0,1,3.13204,0.70565,15.1217,0,0,0
1445326855.9749999,-0.178898,-1.7558,0.311137,-0.18003,-20.0871,19.6322,0.108783,0.0130354,0.336146,53.0515,-6013.29,8724.88,0.668878,0,1,3.10428,0.70565,15.1217,0,0,0
1445326856.497,-0.175146,-1.75591,0.311864,-0.0551506,-20.091,19.6278,0.108428,0.0130904,0.335987,51.6396,-6010.44,8718.15,0.673472,0,1,3.20787,0.70565,15.1217,0,0,0
1445326856.9879999,-0.17177,-1.75604,0.312603,-0.0100819,-20.0946,19.6233,0.108108,0.0131449,0.335827,50.7929,-6007.59,8711.44,0.672659,0,1,3.18755,0.70565,15.1217,0,0,0
1445326857.5380001,-0.174864,-1.75615,0.313326,-0.113961,-20.0982,19.6189,0.107675,0.0131986,0.335667,50.2432,-6004.74,8704.74,0.670307,0,1,3.12274,0.70565,15.1217,0,0,0
1445326858.007,-0.184462,-1.75623,0.314007,-0.213237,-20.102,19.6145,0.106656,0.0132506,0.335507,49.2435,-6001.9,8698.06,0.668667,0,1,3.05964,0.70565,15.1217,0,0,0
1445326858.5079999,-0.193101,-1.75628,0.314651,-0.160073,-20.1057,19.61,0.105739,0.0133012,0.335346,48.6169,-5999.06,8691.39,0.670075,0,1,3.06895,0.70565,15.1217,0,0,0
1445326859.03,-0.200875,-1.75631,0.315261,-0.0474824,-20.1093,19.6056,0.104953,0.0133505,0.335184,47.5738,-5996.24,8684.73,0.66901,0,1,3.02488,0.70565,15.1217,0,0,0
1445326859.552,-0.195433,-1.75635,0.315892,-0.0243256,-20.1127,19.6011,0.1042,0.0133985,0.335022,47.1807,-5993.41,8678.09,0.664889,0,1,2.93065,0.70565,15.1217,0,0,0
1445326860.0369999,-0.179027,-1.75644,0.316586,-0.0434391,-20.116,19.5965,0.104355,0.0134468,0.334861,47.381,-5990.59,8671.47,0.668234,0,1,3.03188,0.70565,15.1217,0,0,0
1445326860.559,-0.164262,-1.75658,0.317339,-0.0401219,-20.1192,19.592,0.104495,0.0134951,0.3347,46.9145,-5987.77,8664.86,0.661424,0,1,2.89948,0.70565,15.1217,0,0,0
1445326861.0869999,-0.150973,-1.75676,0.318147,0.00232174,-20.1224,19.5874,0.10462,0.0135436,0.33454,47.0593,-5984.95,8658.26,0.663553,0,1,2.96915,0.70565,15.1217,0,0,0
1445326861.5969999,-0.145797,-1.75696,0.318974,0.0140425,-20.1254,19.5828,0.10417,0.0135913,0.334379,46.6046,-5982.14,8651.68,0.664458,0,1,2.99261,0.70565,15.1217,0,0,0
1445326862.1170001,-0.149117,-1.75715,0.319784,-0.0402432,-20.1284,19.5781,0.10374,0.0136382,0.334219,46.4962,-5979.34,8645.11,0.669203,0,1,3.09131,0.70565,15.1217,0,0,0
1445326862.5869999,-0.152105,-1.75732,0.320578,-0.159368,-20.1316,19.5736,0.103353,0.0136845,0.334058,48.5571,-5976.53,8638.55,0.670944,0,1,3.12154,0.70565,15.1217,0,0,0
1445326863.1270001,-0.154795,-1.75748,0.321358,-0.163016,-20.1349,19.5691,0.103005,0.0137302,0.333897,50.6295,-5973.72,8632.02,0.665771,0,1,2.99574,0.70565,15.1217,0,0,0
1445326863.6270001,-0.157216,-1.75764,0.322125,0.16426,-20.1377,19.5644,0.102993,0.0137758,0.333737,51.3981,-5970.91,8625.49,0.664078,0,1,2.95472,0.70565,15.1217,0,0,0
1445326864.1389999,-0.161967,-1.75777,0.32287,0.476716,-20.1399,19.5596,0.104161,0.0138231,0.333578,51.1222,-5968.1,8618.98,0.663757,0,1,2.95551,0.70565,15.1217,0,0,0
1445326864.6289999,-0.169155,-1.75788,0.323582,0.576831,-20.1414,19.5545,0.105864,0.0138729,0.333421,50.0278,-5965.3,8612.49,0.662948,0,1,2.94804,0.70565,15.1217,0,0,0
1445326865.1270001,-0.175625,-1.75796,0.324266,0.431317,-20.1427,19.5494,0.107398,0.0139249,0.333266,49.0096,-5962.51,8606,0.666908,0,1,3.04769,0.70565,15.1217,0,0,0
1445326865.6329999,-0.182409,-1.75802,0.32492,0.186154,-20.1441,19.5443,0.108777,0.0139788,0.333113,48.4204,-5959.72,8599.53,0.670765,0,1,3.14147,0.70565,15.1217,0,0,0
1445326866.1570001,-0.190518,-1.75806,0.325539,0.29704,-20.1455,19.5392,0.109004,0.0140329,0.33296,48.3387,-5956.93,8593.08,0.67868,0,1,3.31095,0.70565,15.1217,0,0,0
1445326866.6670001,-0.200809,-1.75806,0.326116,-0.0698373,-20.1473,19.5343,0.108629,0.0140865,0.332807,48.5899,-5954.15,8586.64,0.682278,0,1,3.37063,0.70565,15.1217,0,0,0
1445326867.177,-0.210071,-1.75803,0.326656,-0.15315,-20.1496,19.5295,0.107682,0.0141385,0.332653,49.0986,-5951.37,8580.21,0.679574,0,1,3.28188,0.70565,15.1217,0,0,0
1445326867.707,-0.223534,-1.75796,0.327144,-0.224225,-20.1523,19.5248,0.106799,0.0141892,0.332499,49.5993,-5948.59,8573.8,0.684803,0,1,3.36906,0.70565,15.1217,0,0,0
1445326868.188,-0.239761,-1.75785,0.327572,-0.170416,-20.1552,19.5202,0.106537,0.0142393,0.332345,50.7239,-5945.81,8567.4,0.685571,0,1,3.35739,0.70565,15.1217,0,0,0
1445326868.687,-0.256578,-1.75769,0.32794,-0.0664553,-20.1581,19.5156,0.106314,0.0142891,0.33219,51.9841,-5943.04,8561.01,0.692347,0,1,3.48156,0.70565,15.1217,0,0,0
1445326869.22,-0.279925,-1.75748,0.32823,0.0235686,-20.1609,19.511,0.106114,0.0143385,0.332036,53.0223,-5940.26,8554.64,0.692703,0,1,3.45016,0.70565,15.1217,0,0,0
1445326869.707,-0.299085,-1.75723,0.328457,0.0514885,-20.1635,19.5063,0.106325,0.0143881,0.331883,53.6771,-5937.48,8548.29,0.691782,0,1,3.40074,0.70565,15.1217,0,0,0
1445326870.217,-0.316329,-1.75694,0.328632,0.106961,-20.1659,19.5016,0.107215,0.014439,0.331731,53.1054,-5934.71,8541.94,0.690752,0,1,3.35996,0.70565,15.1217,0,0,0
1445326870.727,-0.31655,-1.75665,0.328806,0.128026,-20.1681,19.4969,0.108016,0.0144909,0.33158,52.8749,-5931.95,8535.61,0.688146,0,1,3.30629,0.70565,15.1217,0,0,0
1445326871.2709999,-0.285821,-1.75643,0.329072,0.108118,-20.1703,19.4921,0.108737,0.0145437,0.331429,52.8969,-5929.18,8529.3,0.684613,0,1,3.27359,0.70565,15.1217,0,0,0
1445326871.757,-0.252256,-1.75628,0.329448,0.0514223,-20.1725,19.4873,0.108691,0.0145964,0.331279,52.6406,-5926.42,8522.99,0.688945,0,1,3.41461,0.70565,15.1217,0,0,0
1445326872.257,-0.222048,-1.75621,0.329929,-0.0303393,-20.1748,19.4825,0.108222,0.0146484,0.331129,53.0368,-5923.66,8516.7,0.696052,0,1,3.60709,0.70565,15.1217,0,0,0
1445326872.767,-0.194861,-1.75622,0.33051,-0.13344,-20.1773,19.4779,0.107517,0.0146992,0.330979,54.0197,-5920.91,8510.43,0.70165,0,1,3.756,0.70565,15.1217,0,0,0
1445326873.267,-0.177721,-1.75628,0.331156,-0.167499,-20.18,19.4733,0.106295,0.0147482,0.330828,54.6165,-5918.15,8504.16,0.6967,0,1,3.64474,0.70565,15.1217,0,0,0
1445326873.77,-0.16916,-1.75636,0.331834,-0.139785,-20.1828,19.4687,0.104942,0.0147951,0.330675,55.3178,-5915.4,8497.91,0.697677,0,1,3.65627,0.70565,15.1217,0,0,0
1445326874.277,-0.161456,-1.75647,0.33254,-0.0919395,-20.1856,19.4641,0.103337,0.0148396,0.330522,55.6167,-5912.65,8491.68,0.697686,0,1,3.64183,0.70565,15.1217,0,0,0
